Date,Model,Region,Country,Dealer,Units_Sold,Price_USD,Revenue,Customer_Type,Segment,Fuel_Type,Color
2024-09-20,SLS AMG,Asia,India,Singapore Auto,4,262330,1049320,New,Supercar,Petrol,Red
2023-06-16,AMG G 63,Asia,UAE,Singapore Auto,2,208783,417566,Returning,SUV,Hybrid,Black
2023-09-07,CLS 63,USA,USA,London Cars,5,91591,457955,Returning,Sedan,Petrol,Red
2024-07-24,CLS 63,Europe,Italy,Berlin Auto,3,103001,309003,Returning,Sedan,Petrol,Blue
2023-06-18,AMG G 63,USA,USA,Berlin Auto,2,206192,412384,Returning,SUV,Petrol,White
2024-08-17,AMG GT 63,USA,USA,LA Motors,5,178222,891110,New,Sedan,Petrol,Red
2024-06-15,SLS AMG,Asia,UAE,Paris Auto,5,250871,1254355,Returning,Supercar,Petrol,Black
2024-12-31,CLS 63,Europe,Germany,Hamburg Auto,5,99287,496435,Returning,Sedan,Petrol,Black
2024-06-06,SLS AMG,Europe,UK,Dubai Luxury,5,273685,1368425,Returning,Supercar,Petrol,Black
2024-07-11,SLS AMG,USA,USA,London Cars,3,254570,763710,New,Supercar,Petrol,Black
2023-10-29,SLS AMG,Europe,Germany,Hamburg Auto,1,285051,285051,Returning,Supercar,Petrol,Black
2024-09-26,AMG G 63,Europe,Italy,Hamburg Auto,2,198370,396740,New,SUV,Petrol,Silver
2023-07-25,AMG G 63,USA,USA,Paris Auto,1,215867,215867,Returning,SUV,Petrol,Blue
2023-06-04,CLS 63,USA,USA,Singapore Auto,3,104261,312783,New,Sedan,Petrol,White
2024-02-21,AMG GT 63,USA,USA,Berlin Auto,3,176941,530823,Returning,Sedan,Petrol,Black
2024-07-04,CLS 63,USA,USA,Rome Motors,1,93363,93363,Returning,Sedan,Petrol,White
2023-05-04,AMG G 63,Asia,Japan,Paris Auto,2,217295,434590,New,SUV,Petrol,Blue
2024-05-17,AMG GT 63,USA,USA,LA Motors,3,179399,538197,Returning,Sedan,Petrol,Black
2024-07-03,AMG G 63,USA,USA,LA Motors,1,198589,198589,Returning,SUV,Petrol,Silver
2023-02-23,CLS 63,Asia,UAE,Singapore Auto,3,97820,293460,New,Sedan,Petrol,White
2023-12-03,AMG GT 63,Asia,UAE,LA Motors,4,174907,699628,New,Sedan,Petrol,Black
2023-02-24,CLS 63,USA,USA,Chicago Auto,3,97002,291006,Returning,Sedan,Petrol,White
2023-02-12,CLS 63,USA,USA,NY Motors,3,88267,264801,Returning,Sedan,Petrol,Silver
2023-02-03,AMG GT 63,Europe,UK,Rome Motors,4,183145,732580,New,Sedan,Petrol,Black
2023-07-26,AMG G 63,USA,USA,Hamburg Auto,2,203347,406694,Returning,SUV,Petrol,Black
2023-11-20,AMG GT 63,USA,USA,Mumbai Wheels,4,171679,686716,New,Sedan,Petrol,Silver
2024-10-21,AMG GT 63,USA,USA,Houston Wheels,1,187831,187831,Returning,Sedan,Petrol,Red
2024-03-07,AMG GT 63,USA,USA,Berlin Auto,1,164095,164095,New,Sedan,Petrol,Black
2023-09-27,CLS 63,Asia,Singapore,Tokyo Motors,1,99548,99548,New,Sedan,Petrol,Red
2024-01-29,SLS AMG,Europe,Germany,NY Motors,4,267737,1070948,Returning,Supercar,Hybrid,White
2024-06-14,AMG GT 63,Europe,France,Delhi Motors,3,173310,519930,Returning,Sedan,Petrol,White
2024-05-23,AMG G 63,USA,USA,Chicago Auto,5,222726,1113630,Returning,SUV,Petrol,White
2023-09-25,SLS AMG,Asia,Japan,Singapore Auto,5,280832,1404160,New,Supercar,Petrol,Black
2023-05-13,AMG G 63,Asia,India,Chicago Auto,2,223988,447976,Returning,SUV,Petrol,Silver
2024-07-12,SLS AMG,USA,USA,Paris Auto,3,256764,770292,Returning,Supercar,Petrol,Black
2023-11-11,CLS 63,Asia,UAE,Berlin Auto,3,92582,277746,New,Sedan,Petrol,Blue
2024-09-04,SLS AMG,USA,USA,Chicago Auto,3,260305,780915,Returning,Supercar,Petrol,Blue
2023-09-30,SLS AMG,USA,USA,Paris Auto,2,261423,522846,Returning,Supercar,Petrol,Blue
2024-03-09,AMG GT 63,Europe,France,Singapore Auto,3,185354,556062,Returning,Sedan,Hybrid,Silver
2024-09-29,AMG GT 63,Europe,Italy,Singapore Auto,4,176411,705644,New,Sedan,Petrol,White
2024-09-10,SLS AMG,Europe,UK,Berlin Auto,5,265881,1329405,New,Supercar,Hybrid,Red
2023-03-04,AMG G 63,Asia,Japan,Rome Motors,2,203110,406220,New,SUV,Petrol,Red
2023-04-28,SLS AMG,Asia,Singapore,Delhi Motors,1,267875,267875,Returning,Supercar,Hybrid,Blue
2024-03-19,AMG G 63,Asia,Singapore,Dubai Luxury,2,228690,457380,Returning,SUV,Petrol,Blue
2024-10-10,CLS 63,Asia,Singapore,Delhi Motors,4,95415,381660,Returning,Sedan,Petrol,Blue
2024-06-07,AMG G 63,Europe,UK,London Cars,4,192324,769296,Returning,SUV,Petrol,White
2023-02-21,AMG GT 63,Europe,France,Singapore Auto,3,192186,576558,Returning,Sedan,Petrol,Silver
2023-10-11,CLS 63,USA,USA,LA Motors,1,101751,101751,Returning,Sedan,Petrol,Blue
2024-04-02,AMG G 63,USA,USA,Houston Wheels,5,222868,1114340,Returning,SUV,Hybrid,Black
2023-06-07,CLS 63,USA,USA,Delhi Motors,1,94132,94132,Returning,Sedan,Hybrid,White
2024-12-29,SLS AMG,USA,USA,Paris Auto,3,235786,707358,New,Supercar,Petrol,Black
2023-12-24,CLS 63,Europe,UK,Mumbai Wheels,1,95183,95183,Returning,Sedan,Petrol,Blue
2024-06-14,AMG GT 63,USA,USA,Hamburg Auto,4,162574,650296,New,Sedan,Petrol,Silver
2024-10-01,CLS 63,Europe,France,Delhi Motors,4,104266,417064,New,Sedan,Petrol,Silver
2023-02-18,AMG GT 63,Asia,Japan,Mumbai Wheels,2,171142,342284,Returning,Sedan,Petrol,Red
2023-04-06,SLS AMG,USA,USA,Berlin Auto,1,270614,270614,New,Supercar,Petrol,White
2023-11-01,AMG GT 63,Europe,Germany,LA Motors,5,172279,861395,Returning,Sedan,Petrol,Blue
2024-07-15,CLS 63,Asia,UAE,Chicago Auto,5,102169,510845,New,Sedan,Hybrid,Blue
2024-02-24,AMG G 63,USA,USA,NY Motors,2,209504,419008,Returning,SUV,Hybrid,Blue
2024-02-04,AMG GT 63,Europe,France,NY Motors,2,194025,388050,Returning,Sedan,Petrol,White
2024-08-16,AMG G 63,USA,USA,Rome Motors,3,198909,596727,Returning,SUV,Petrol,White
2024-04-27,CLS 63,Asia,Japan,Berlin Auto,2,92625,185250,New,Sedan,Petrol,Silver
2024-10-03,CLS 63,Europe,France,Tokyo Motors,4,93922,375688,New,Sedan,Petrol,Black
2024-09-15,AMG GT 63,Europe,Germany,Chicago Auto,5,184569,922845,Returning,Sedan,Petrol,Blue
2023-11-02,AMG G 63,USA,USA,Delhi Motors,2,195835,391670,New,SUV,Petrol,Silver
2024-10-06,SLS AMG,USA,USA,Hamburg Auto,3,268414,805242,New,Supercar,Petrol,Red
2023-01-24,AMG G 63,Europe,Italy,Dubai Luxury,3,201381,604143,Returning,SUV,Petrol,White
2023-03-29,CLS 63,USA,USA,LA Motors,3,101191,303573,New,Sedan,Hybrid,Silver
2024-10-12,SLS AMG,Europe,Italy,LA Motors,2,245085,490170,Returning,Supercar,Petrol,Red
2023-10-01,SLS AMG,Europe,France,Chicago Auto,2,266197,532394,New,Supercar,Petrol,Silver
2023-04-24,AMG GT 63,Asia,India,LA Motors,4,185444,741776,Returning,Sedan,Petrol,Red
2023-05-23,AMG G 63,USA,USA,NY Motors,2,213823,427646,New,SUV,Petrol,Red
2023-01-31,SLS AMG,Asia,UAE,Paris Auto,2,271188,542376,New,Supercar,Petrol,Black
2024-11-03,AMG GT 63,USA,USA,Houston Wheels,2,186148,372296,Returning,Sedan,Petrol,Red
2024-04-14,SLS AMG,Asia,India,Mumbai Wheels,4,251294,1005176,New,Supercar,Petrol,Blue
2023-06-30,AMG G 63,Asia,India,Rome Motors,2,224067,448134,Returning,SUV,Petrol,Silver
2024-08-11,AMG GT 63,Asia,UAE,Berlin Auto,2,181545,363090,Returning,Sedan,Hybrid,White
2023-12-27,SLS AMG,Asia,Singapore,Berlin Auto,3,273521,820563,Returning,Supercar,Petrol,Silver
2024-09-12,CLS 63,Asia,UAE,Houston Wheels,1,90913,90913,Returning,Sedan,Petrol,Red
2023-12-18,CLS 63,Europe,Germany,Delhi Motors,5,103225,516125,Returning,Sedan,Petrol,Blue
2023-04-30,AMG G 63,Asia,UAE,Paris Auto,4,190382,761528,New,SUV,Petrol,Red
2023-01-11,CLS 63,Asia,Japan,Houston Wheels,4,85508,342032,New,Sedan,Petrol,Black
2024-07-27,CLS 63,USA,USA,Chicago Auto,5,89996,449980,New,Sedan,Petrol,Silver
2024-04-12,CLS 63,Asia,Japan,Houston Wheels,1,103453,103453,Returning,Sedan,Hybrid,Red
2024-03-23,CLS 63,Europe,Germany,LA Motors,5,103749,518745,New,Sedan,Hybrid,Silver
2023-04-02,AMG GT 63,Asia,UAE,Mumbai Wheels,1,195611,195611,Returning,Sedan,Petrol,Silver
2024-07-07,CLS 63,Europe,Italy,Delhi Motors,1,101642,101642,New,Sedan,Petrol,Red
2024-02-27,AMG G 63,Europe,France,Dubai Luxury,4,219682,878728,Returning,SUV,Petrol,White
2023-07-29,AMG G 63,USA,USA,Paris Auto,3,205730,617190,Returning,SUV,Petrol,White
2023-09-12,AMG GT 63,USA,USA,Dubai Luxury,5,170021,850105,Returning,Sedan,Petrol,White
2023-09-09,AMG GT 63,USA,USA,NY Motors,4,182287,729148,Returning,Sedan,Petrol,Black
2024-01-03,AMG GT 63,Asia,India,Singapore Auto,1,172547,172547,New,Sedan,Petrol,Silver
2024-09-05,AMG GT 63,Europe,Italy,LA Motors,4,186116,744464,New,Sedan,Petrol,Blue
2023-12-24,SLS AMG,Europe,UK,Berlin Auto,3,257697,773091,New,Supercar,Petrol,Silver
2023-03-13,CLS 63,Europe,France,LA Motors,1,95924,95924,Returning,Sedan,Petrol,White
2024-10-31,SLS AMG,Asia,Japan,Rome Motors,2,263631,527262,New,Supercar,Petrol,Silver
2023-01-10,CLS 63,USA,USA,Hamburg Auto,5,98149,490745,Returning,Sedan,Petrol,Blue
2024-10-20,SLS AMG,Asia,Japan,Berlin Auto,2,244245,488490,Returning,Supercar,Petrol,Red
2023-06-12,AMG GT 63,Asia,UAE,Mumbai Wheels,1,173896,173896,Returning,Sedan,Petrol,Blue
2023-08-29,AMG GT 63,USA,USA,Tokyo Motors,2,166235,332470,Returning,Sedan,Petrol,White
2023-09-15,CLS 63,USA,USA,Mumbai Wheels,2,89474,178948,Returning,Sedan,Petrol,Red
2024-08-20,AMG GT 63,Asia,UAE,Tokyo Motors,5,193614,968070,Returning,Sedan,Petrol,Blue
2024-11-16,AMG GT 63,Asia,Japan,Hamburg Auto,3,170583,511749,Returning,Sedan,Petrol,Red
2023-11-14,SLS AMG,USA,USA,LA Motors,4,246507,986028,Returning,Supercar,Hybrid,White
2024-10-09,SLS AMG,Asia,Singapore,Rome Motors,3,265372,796116,Returning,Supercar,Petrol,Blue
2023-04-17,CLS 63,USA,USA,Delhi Motors,3,85805,257415,New,Sedan,Petrol,Red
2023-02-12,SLS AMG,Europe,UK,Delhi Motors,5,242039,1210195,Returning,Supercar,Petrol,White
2024-09-02,SLS AMG,Europe,France,Hamburg Auto,5,259558,1297790,New,Supercar,Hybrid,White
2023-08-02,SLS AMG,Europe,Italy,Hamburg Auto,2,272102,544204,New,Supercar,Petrol,White
2024-08-30,AMG GT 63,Europe,France,Delhi Motors,4,179966,719864,Returning,Sedan,Petrol,Blue
2024-07-12,AMG GT 63,USA,USA,Hamburg Auto,1,174318,174318,New,Sedan,Petrol,Silver
2023-11-04,AMG GT 63,Asia,UAE,Mumbai Wheels,3,168554,505662,New,Sedan,Petrol,White
2023-12-27,SLS AMG,Asia,Japan,Houston Wheels,4,250856,1003424,Returning,Supercar,Petrol,Red
2024-03-18,AMG GT 63,Europe,Italy,Mumbai Wheels,2,170622,341244,Returning,Sedan,Hybrid,Blue
2024-11-01,CLS 63,USA,USA,Rome Motors,1,87936,87936,New,Sedan,Petrol,Black
2024-09-27,AMG GT 63,Europe,Italy,LA Motors,2,172633,345266,New,Sedan,Petrol,White
2024-04-03,SLS AMG,Asia,UAE,Tokyo Motors,4,267859,1071436,Returning,Supercar,Petrol,Black
2023-01-18,AMG G 63,USA,USA,Dubai Luxury,3,195091,585273,New,SUV,Petrol,Silver
2023-03-10,AMG GT 63,Europe,Italy,Houston Wheels,1,171706,171706,Returning,Sedan,Petrol,White
2023-04-18,AMG G 63,USA,USA,Tokyo Motors,4,200090,800360,Returning,SUV,Petrol,Black
2023-11-03,SLS AMG,Asia,Singapore,Houston Wheels,1,266130,266130,Returning,Supercar,Petrol,Black
2024-07-15,AMG G 63,Asia,UAE,Paris Auto,4,207388,829552,New,SUV,Petrol,White
2023-10-29,AMG GT 63,Europe,Germany,Singapore Auto,3,171647,514941,Returning,Sedan,Hybrid,Blue
2024-10-01,AMG G 63,USA,USA,Delhi Motors,5,212749,1063745,New,SUV,Petrol,Blue
2023-03-22,AMG GT 63,USA,USA,LA Motors,5,188175,940875,New,Sedan,Petrol,Blue
2023-07-12,AMG G 63,Europe,Germany,NY Motors,2,193815,387630,Returning,SUV,Petrol,White
2023-11-05,SLS AMG,Asia,UAE,Mumbai Wheels,4,271505,1086020,Returning,Supercar,Petrol,Black
2023-02-11,SLS AMG,USA,USA,Tokyo Motors,1,245345,245345,Returning,Supercar,Petrol,Black
2024-04-04,CLS 63,USA,USA,Houston Wheels,2,102193,204386,Returning,Sedan,Petrol,Black
2023-05-10,CLS 63,USA,USA,London Cars,4,104128,416512,New,Sedan,Hybrid,White
2024-05-21,SLS AMG,USA,USA,London Cars,2,268932,537864,New,Supercar,Petrol,Black
2023-12-14,AMG G 63,Europe,Italy,LA Motors,5,204913,1024565,New,SUV,Petrol,Black
2024-09-11,SLS AMG,USA,USA,Tokyo Motors,5,252275,1261375,Returning,Supercar,Hybrid,White
2023-01-18,AMG G 63,USA,USA,London Cars,1,202334,202334,Returning,SUV,Petrol,Black
2023-09-10,AMG G 63,Asia,UAE,Dubai Luxury,2,200711,401422,Returning,SUV,Petrol,Silver
2024-04-20,AMG G 63,Europe,Italy,Dubai Luxury,3,228231,684693,Returning,SUV,Petrol,White
2024-10-13,CLS 63,USA,USA,London Cars,2,100335,200670,Returning,Sedan,Petrol,Black
2023-01-24,CLS 63,USA,USA,Chicago Auto,4,95775,383100,Returning,Sedan,Petrol,White
2023-12-07,CLS 63,Asia,India,Houston Wheels,2,88269,176538,New,Sedan,Petrol,Black
2023-07-31,AMG G 63,USA,USA,London Cars,3,229374,688122,New,SUV,Hybrid,Blue
2024-01-29,AMG G 63,Europe,Italy,Chicago Auto,3,203386,610158,Returning,SUV,Petrol,White
2024-03-12,SLS AMG,Asia,India,Berlin Auto,3,280396,841188,Returning,Supercar,Petrol,White
2023-10-16,CLS 63,USA,USA,Mumbai Wheels,4,93643,374572,New,Sedan,Hybrid,Red
2023-07-29,AMG G 63,USA,USA,LA Motors,4,200162,800648,Returning,SUV,Petrol,Black
2024-12-22,AMG GT 63,USA,USA,Dubai Luxury,5,170659,853295,Returning,Sedan,Petrol,Black
2024-01-26,AMG GT 63,Europe,UK,London Cars,4,179309,717236,Returning,Sedan,Hybrid,Blue
2023-09-29,CLS 63,Asia,Japan,Houston Wheels,5,103383,516915,New,Sedan,Petrol,Silver
2023-11-01,CLS 63,Europe,UK,LA Motors,2,86412,172824,Returning,Sedan,Petrol,Red
2024-04-07,CLS 63,USA,USA,Mumbai Wheels,3,102294,306882,Returning,Sedan,Petrol,Black
2024-07-25,CLS 63,Asia,India,Houston Wheels,4,102512,410048,New,Sedan,Petrol,Silver
2023-01-15,CLS 63,Asia,Japan,LA Motors,5,87985,439925,Returning,Sedan,Hybrid,Blue
2024-05-14,CLS 63,Asia,India,Delhi Motors,1,91872,91872,New,Sedan,Petrol,White
2023-12-17,SLS AMG,Europe,France,Chicago Auto,2,234674,469348,New,Supercar,Petrol,White
2024-11-10,AMG G 63,Europe,France,Singapore Auto,1,218592,218592,Returning,SUV,Petrol,Silver
2024-03-11,AMG G 63,USA,USA,LA Motors,1,222908,222908,New,SUV,Petrol,Silver
2023-10-07,AMG G 63,Asia,India,Delhi Motors,4,194236,776944,Returning,SUV,Petrol,White
2023-07-21,SLS AMG,Asia,UAE,London Cars,2,253182,506364,New,Supercar,Hybrid,Blue
2024-01-09,AMG G 63,USA,USA,Hamburg Auto,3,228782,686346,Returning,SUV,Petrol,Black
2023-02-13,CLS 63,Europe,Germany,Tokyo Motors,1,98949,98949,Returning,Sedan,Petrol,Blue
2024-10-23,AMG G 63,Europe,UK,Hamburg Auto,3,216644,649932,New,SUV,Petrol,White
2024-07-23,CLS 63,Asia,India,Delhi Motors,4,96517,386068,New,Sedan,Petrol,Silver
2023-08-29,CLS 63,Asia,UAE,Delhi Motors,3,101278,303834,Returning,Sedan,Petrol,White
2024-01-19,CLS 63,Europe,UK,Rome Motors,5,104304,521520,New,Sedan,Petrol,Black
2023-04-18,AMG G 63,Europe,France,Singapore Auto,2,225707,451414,New,SUV,Petrol,Blue
2023-06-14,CLS 63,USA,USA,Mumbai Wheels,3,85809,257427,Returning,Sedan,Petrol,White
2024-06-14,SLS AMG,Asia,Singapore,Houston Wheels,5,252789,1263945,Returning,Supercar,Hybrid,Silver
2024-09-27,AMG GT 63,Europe,France,NY Motors,5,172152,860760,New,Sedan,Petrol,White
2024-11-03,AMG G 63,Europe,Germany,Houston Wheels,4,192405,769620,Returning,SUV,Petrol,Silver
2023-12-26,SLS AMG,USA,USA,Paris Auto,1,243245,243245,New,Supercar,Petrol,Red
2023-07-22,CLS 63,Asia,Japan,Paris Auto,2,99013,198026,New,Sedan,Petrol,Red
2024-08-14,AMG G 63,Asia,UAE,NY Motors,3,198022,594066,New,SUV,Petrol,White
2023-03-16,CLS 63,Asia,UAE,Mumbai Wheels,4,103552,414208,Returning,Sedan,Hybrid,Blue
2023-08-08,CLS 63,Europe,Italy,Paris Auto,2,102714,205428,New,Sedan,Petrol,White
2023-08-19,SLS AMG,USA,USA,Delhi Motors,5,258157,1290785,Returning,Supercar,Petrol,Black
2023-09-23,SLS AMG,USA,USA,Tokyo Motors,3,284563,853689,Returning,Supercar,Petrol,Blue
2024-05-27,CLS 63,Europe,UK,Hamburg Auto,1,101425,101425,Returning,Sedan,Petrol,Red
2023-02-05,AMG GT 63,Asia,India,NY Motors,2,165423,330846,Returning,Sedan,Petrol,White
2024-07-15,AMG GT 63,Asia,Singapore,Chicago Auto,5,167958,839790,Returning,Sedan,Petrol,Silver
2024-07-10,AMG G 63,Asia,India,Delhi Motors,3,220734,662202,New,SUV,Petrol,Red
2024-11-24,AMG G 63,Europe,Italy,Singapore Auto,4,206257,825028,Returning,SUV,Petrol,Silver
2024-03-13,AMG GT 63,Europe,Italy,Delhi Motors,4,175311,701244,Returning,Sedan,Hybrid,Blue
2024-04-06,SLS AMG,USA,USA,Hamburg Auto,5,251174,1255870,New,Supercar,Petrol,Blue
2024-04-28,SLS AMG,Asia,India,Dubai Luxury,4,277755,1111020,Returning,Supercar,Petrol,Silver
2024-01-25,AMG G 63,Europe,France,Houston Wheels,3,199858,599574,New,SUV,Petrol,Silver
2023-10-30,AMG G 63,Asia,India,Hamburg Auto,1,213373,213373,New,SUV,Petrol,Silver
2023-05-09,CLS 63,Europe,France,Rome Motors,3,89983,269949,Returning,Sedan,Petrol,Silver
2024-02-08,CLS 63,Asia,Japan,Houston Wheels,5,103950,519750,Returning,Sedan,Hybrid,Black
2023-11-19,AMG G 63,Asia,India,NY Motors,2,199714,399428,Returning,SUV,Hybrid,White
2023-01-02,SLS AMG,USA,USA,Houston Wheels,2,283789,567578,Returning,Supercar,Petrol,White
2023-10-16,SLS AMG,Europe,UK,LA Motors,1,237348,237348,New,Supercar,Petrol,Blue
2024-03-08,CLS 63,Europe,Italy,Paris Auto,1,101029,101029,New,Sedan,Petrol,Red
2023-08-03,AMG GT 63,Asia,India,Dubai Luxury,4,168358,673432,Returning,Sedan,Petrol,Silver
2023-05-04,AMG G 63,Asia,UAE,Houston Wheels,3,198822,596466,New,SUV,Petrol,Black
2024-12-17,AMG G 63,Europe,Germany,Mumbai Wheels,2,230866,461732,New,SUV,Hybrid,Silver
2024-11-02,AMG G 63,Asia,Japan,Delhi Motors,1,198564,198564,Returning,SUV,Petrol,White
2024-04-21,AMG G 63,Europe,UK,Houston Wheels,1,206083,206083,Returning,SUV,Hybrid,White
2024-05-13,AMG GT 63,Asia,Japan,Dubai Luxury,3,164233,492699,Returning,Sedan,Petrol,Blue
2024-06-30,SLS AMG,Asia,Japan,Chicago Auto,1,258784,258784,Returning,Supercar,Petrol,Silver
2023-06-12,SLS AMG,Europe,Germany,Paris Auto,4,259539,1038156,New,Supercar,Petrol,Black
2024-09-10,SLS AMG,Europe,Italy,LA Motors,3,274602,823806,Returning,Supercar,Petrol,Silver
2024-10-29,AMG G 63,USA,USA,Hamburg Auto,2,195233,390466,Returning,SUV,Hybrid,Blue
2023-06-11,SLS AMG,USA,USA,Rome Motors,3,236964,710892,Returning,Supercar,Petrol,Silver
2024-11-04,CLS 63,USA,USA,Chicago Auto,1,93635,93635,New,Sedan,Petrol,Blue
2024-08-20,AMG GT 63,Asia,India,Singapore Auto,5,165829,829145,Returning,Sedan,Petrol,White
2024-01-30,AMG G 63,USA,USA,London Cars,1,224781,224781,New,SUV,Petrol,Silver
2024-05-03,AMG GT 63,Asia,Singapore,Mumbai Wheels,1,192733,192733,Returning,Sedan,Petrol,Blue
2024-10-27,SLS AMG,USA,USA,Houston Wheels,3,274921,824763,New,Supercar,Petrol,Red
2024-01-11,SLS AMG,Asia,Singapore,Delhi Motors,5,243450,1217250,New,Supercar,Petrol,Silver
2023-08-26,CLS 63,USA,USA,Delhi Motors,5,93634,468170,Returning,Sedan,Hybrid,Blue
2023-08-13,AMG G 63,Europe,Italy,Singapore Auto,1,218551,218551,New,SUV,Petrol,Red
2023-04-27,SLS AMG,USA,USA,Hamburg Auto,2,246776,493552,New,Supercar,Petrol,Black
2023-04-23,AMG G 63,Europe,France,Paris Auto,1,205851,205851,New,SUV,Petrol,White
2023-06-04,AMG GT 63,USA,USA,Berlin Auto,1,188417,188417,New,Sedan,Petrol,Black
2023-02-02,AMG GT 63,Asia,Japan,Mumbai Wheels,2,167353,334706,New,Sedan,Petrol,Red
2023-08-18,CLS 63,USA,USA,NY Motors,5,98963,494815,New,Sedan,Petrol,Black
2023-01-16,AMG GT 63,USA,USA,NY Motors,2,188692,377384,New,Sedan,Petrol,Black
2023-12-15,AMG G 63,Asia,Singapore,Mumbai Wheels,4,216119,864476,New,SUV,Petrol,Silver
2024-09-24,AMG G 63,USA,USA,Delhi Motors,2,203367,406734,Returning,SUV,Petrol,Silver
2024-11-16,SLS AMG,USA,USA,Chicago Auto,5,235251,1176255,Returning,Supercar,Hybrid,White
2024-01-26,CLS 63,Europe,France,LA Motors,1,94543,94543,Returning,Sedan,Petrol,White
2024-10-12,AMG GT 63,USA,USA,LA Motors,5,189779,948895,Returning,Sedan,Petrol,Red
2024-11-06,AMG G 63,Asia,UAE,Paris Auto,3,223002,669006,Returning,SUV,Petrol,Red
2023-04-20,SLS AMG,Asia,Japan,Rome Motors,4,283742,1134968,New,Supercar,Petrol,Silver
2024-03-27,AMG GT 63,Europe,France,Chicago Auto,5,191147,955735,Returning,Sedan,Petrol,Red
2024-01-16,SLS AMG,USA,USA,Chicago Auto,5,269588,1347940,New,Supercar,Petrol,Black
2023-06-12,SLS AMG,Europe,Italy,LA Motors,5,272329,1361645,New,Supercar,Petrol,Silver
2024-04-28,CLS 63,Asia,India,Berlin Auto,4,102007,408028,Returning,Sedan,Hybrid,White
2024-05-30,CLS 63,USA,USA,Tokyo Motors,2,86573,173146,New,Sedan,Petrol,Blue
2024-08-29,AMG GT 63,Asia,UAE,LA Motors,4,177113,708452,Returning,Sedan,Petrol,Red
2023-01-13,CLS 63,Asia,Japan,Tokyo Motors,4,92203,368812,New,Sedan,Hybrid,Black
2023-12-23,AMG G 63,Asia,Singapore,Paris Auto,5,192210,961050,New,SUV,Petrol,Red
2024-04-07,CLS 63,Europe,Italy,Tokyo Motors,2,95110,190220,New,Sedan,Petrol,White
2024-05-11,CLS 63,USA,USA,Mumbai Wheels,3,102398,307194,Returning,Sedan,Petrol,Red
2023-09-19,AMG GT 63,Europe,France,Berlin Auto,1,164826,164826,Returning,Sedan,Hybrid,Black
2023-12-09,SLS AMG,USA,USA,LA Motors,4,269706,1078824,Returning,Supercar,Petrol,Blue
2023-10-01,SLS AMG,Asia,Singapore,Dubai Luxury,1,256662,256662,Returning,Supercar,Petrol,White
2024-01-19,AMG G 63,Europe,UK,Dubai Luxury,2,203078,406156,Returning,SUV,Petrol,Blue
2023-07-20,CLS 63,Asia,India,London Cars,4,97461,389844,New,Sedan,Petrol,Blue
2024-08-03,AMG GT 63,Europe,Italy,Berlin Auto,5,177558,887790,Returning,Sedan,Petrol,Silver
2023-01-13,AMG G 63,Europe,UK,Tokyo Motors,5,220140,1100700,New,SUV,Petrol,White
2024-08-02,CLS 63,USA,USA,Singapore Auto,5,96312,481560,Returning,Sedan,Petrol,Red
2024-01-02,AMG G 63,Europe,Italy,Houston Wheels,4,227441,909764,Returning,SUV,Petrol,Silver
2023-10-01,AMG G 63,Europe,France,Delhi Motors,3,193742,581226,New,SUV,Petrol,Red
2024-07-04,CLS 63,USA,USA,LA Motors,2,89782,179564,Returning,Sedan,Hybrid,Silver
2023-01-29,CLS 63,USA,USA,Chicago Auto,3,98243,294729,New,Sedan,Petrol,Red
2024-03-27,AMG GT 63,Europe,UK,Tokyo Motors,3,163595,490785,New,Sedan,Petrol,Blue
2024-08-10,AMG GT 63,Asia,India,LA Motors,1,180700,180700,Returning,Sedan,Petrol,Black
2023-03-18,AMG GT 63,Asia,UAE,Berlin Auto,4,174437,697748,New,Sedan,Petrol,Red
2024-12-04,CLS 63,Asia,India,London Cars,3,94739,284217,Returning,Sedan,Petrol,Black
2024-09-22,AMG G 63,Asia,India,Berlin Auto,4,220125,880500,New,SUV,Petrol,Silver
2023-09-13,CLS 63,Asia,Japan,Chicago Auto,2,91483,182966,Returning,Sedan,Petrol,Blue
2024-03-13,SLS AMG,Asia,UAE,Hamburg Auto,2,239122,478244,New,Supercar,Petrol,Silver
2023-01-30,AMG GT 63,Asia,Japan,Singapore Auto,1,191818,191818,Returning,Sedan,Petrol,White
2024-10-27,AMG G 63,Asia,Singapore,Tokyo Motors,2,206153,412306,New,SUV,Petrol,Blue
2023-03-10,SLS AMG,Asia,Singapore,London Cars,4,283398,1133592,Returning,Supercar,Petrol,Blue
2023-12-01,CLS 63,Europe,Germany,Berlin Auto,3,98515,295545,Returning,Sedan,Petrol,Silver
2023-12-05,AMG GT 63,Europe,UK,Hamburg Auto,2,196293,392586,New,Sedan,Petrol,Silver
2023-03-07,SLS AMG,Asia,Singapore,Singapore Auto,5,276683,1383415,New,Supercar,Petrol,Red
2023-09-11,CLS 63,Asia,India,Paris Auto,5,102670,513350,Returning,Sedan,Petrol,Red
2023-07-18,AMG GT 63,USA,USA,Paris Auto,2,168751,337502,New,Sedan,Petrol,White
2023-04-19,AMG GT 63,Asia,UAE,Rome Motors,2,188184,376368,Returning,Sedan,Petrol,White
2023-11-23,SLS AMG,Asia,Singapore,Tokyo Motors,2,245099,490198,Returning,Supercar,Petrol,Black
2023-11-14,CLS 63,Asia,Japan,NY Motors,2,100652,201304,New,Sedan,Petrol,Red
